"MEdarkgreen" "MEdarkred" "MEdarkturquoise" "MEdarkorange" "MEgreenyellow" "MEsalmon" "MEblue" "MEpurple" "MEorange" "MEgreen" "MEgrey60" "MEred" "MElightyellow" "MEblack" "MEcyan" "MElightcyan" "MEroyalblue" "MElightgreen" "MEwhite" "MEbrown" "MEdarkgrey" "MEmidnightblue" "MEyellow" "MEmagenta" "MEpink"
"PHN11_Z3_3" -0.0229982091568483 0.0418898659883658 0.120923275198154 -0.0343256154078722 -0.0275998600875536 -0.0240201724053565 -0.073435851330334 -0.088216080728455 0.0024287190356222 0.168736834445553 -0.00328348317055976 -0.0394611016488351 0.0064601156932408 -0.0225586772531327 -0.010263187183402 0.0785319215204596 -0.0107053822452243 0.00714549450453195 -0.0171788944319039 -0.0618100102229437 -0.00561816287557886 -0.0283154769859063 0.0318353424468406 -0.0134532296313585 -0.0698206457786598
"PHJ75_Z1_1" -0.038826708749689 -0.0770874865975727 -0.0422781663186386 -0.0279895392287913 -0.0345225376261149 -0.0431227240132174 0.101160940819264 0.104664478458422 -0.00706626128540397 0.139594386296073 0.328386880446742 -0.00714971546330352 0.0393237757902053 0.00626234402447704 -0.0282098443974485 0.0681615189651906 -0.00489006533136816 -0.09707971633844 0.0337337356314301 -0.0541327234489544 -0.0202337429911465 -0.0210170675035435 -0.0852922249074946 -0.00760136980211569 0.00321162003285527
"PHJ75_Z1_2" -0.0195566783181744 -0.0712476058532965 -0.105469474008058 -0.0324735408038705 -0.0371389794365792 -0.0438486907511326 0.12134108946045 0.115641639612002 -0.00652580840523662 0.136318554332926 0.301650226339421 -0.0123954848046256 -0.068604527355323 0.00299384889857705 -0.0286407212384447 0.0433052277964031 0.00676371188290756 -0.0813574976576581 0.115561128506187 -0.0526809070130949 -0.0179029009528109 -0.0175622437593515 -0.0899790646898836 -0.0153478780395898 0.0194510425813857
"PHJ75_Z1_3" -0.00668157447112016 -0.0515110539901652 0.0429412659320593 -0.0281390340761321 -0.0383538547323532 -0.0355665755660968 0.0450435855665325 -0.0678338903601919 -0.00140305515931266 0.12323405814131 0.306472624465528 -0.00206113151766772 -0.0274172930329344 0.0163690761716606 -0.0296652287133364 -0.00575745899290113 -0.00682651631511675 -0.0854002619924852 -0.025764041313105 -0.0511812377176373 -0.0166220266894148 -0.0179801941553333 0.0381252392176907 0.00821278392195407 -0.0001173494591917
"PHJ75_Z2_1" -0.043551013265782 -0.00372811100704622 -0.0976959324738569 -0.0183220931637833 -0.0332453444113913 -0.0481387807957849 -0.0186046183493807 0.119734902167931 -0.00653394557895659 0.159060986602499 0.359478124415134 -0.0127965754697183 0.0224198895752193 0.0105815780476191 -0.0263928485156752 0.0317547669862347 0.00703476194270666 -0.0369170335537809 -0.0810777037617931 -0.0519195845293559 -0.00945415082549781 -0.0203224277518163 -0.10278810361418 -0.00211780011531898 -0.0197254899657358
"PHJ75_Z2_2" -0.0212555838928855 -0.0340531461919626 -0.117021871410583 -0.0263284144028684 -0.0394171736182089 -0.041984851655975 0.00139750027464872 0.100621983734727 -0.0127193992395593 0.144918596778523 0.335839131860264 -0.0141229336604089 0.0912175017620339 0.00773046350146392 -0.0226128640272066 0.0519511496305416 -0.000255091037853337 -0.0549909217078436 -0.0857585728437407 -0.0564500085033538 -0.0160809943725572 -0.019570708083509 -0.0877628851011923 -0.0141889369572767 0.0167811754622008
"PHJ75_Z2_3" -0.0119285463845025 0.0913370707380222 0.0410696307991929 -0.0137602824639352 -0.0192939574672475 -0.0241538792863162 -0.0428038928554725 -0.0218570591130892 -0.00886578825574117 0.132588489580202 0.259518979997968 -0.0166402701905781 0.037635874406233 0.000970246106660687 -0.00257727030629626 -0.0223818105216429 -0.0077289174259631 -0.00620594804870389 -0.0403603591278887 -0.0502591273575968 -0.0205358928907863 0.00606083914361859 -0.0756264789323873 -0.00566185803980186 -0.0834956599544991
"PHJ75_Z3_1" -0.0278633718543039 0.126040889340353 -0.0189437125141558 -0.0249299323075435 -0.0357273359768828 -0.0422083634131994 -0.0695170913472892 0.117587485827099 -0.0165712793698293 0.159796380070856 0.296686788994091 -0.0154419928916939 -0.0389883603743018 0.00157020121626293 -0.0214541953409526 -0.0646955099587684 -0.00152709858540489 0.00974684125796874 -0.0164567264884451 -0.058916482025747 -0.0140509779603543 -0.0237463846754293 -0.119032610880871 -0.0162448683330681 -0.106083002814022
"PHJ75_Z3_2" -0.0123734973534108 0.0702213734271157 -0.0761977211655504 -0.0282366054772478 -0.0384075875340943 -0.0371218760420852 -0.0603474353378603 0.0798358493974566 -0.0179753216021963 0.163768779972512 0.340897131008808 -0.00748395412542849 -0.0598005470777996 0.00501220949951019 -0.0258646342101546 -0.0558962555805241 0.00456775717571356 0.0162431818164447 -0.0396234226718955 -0.0625212924198378 -0.00333961260971176 -0.0204809526434415 -0.1194463701461 -0.00685665205157046 -0.0231259202126246
"PHJ75_Z3_3" -0.00402590862572981 0.0587792944360601 -0.00240039364399117 -0.00643170360765128 -0.0265522710771626 -0.0300603868984337 -0.0671567636552542 -0.0394925404782528 -0.0189370706605256 0.149770902007499 0.340647696140228 -0.0116371595011053 -0.0418010421712497 0.0153782950622085 -0.00903855037640372 -0.0503014476127195 -0.00285016275853805 -0.00674933298691435 -0.0449722779050775 -0.0464416638009874 -0.0168877878134038 -0.00774080541834076 -0.111862503786059 0.0204560915931236 0.00232896519435069
"PHM10_Z1_1" -0.0289329180674358 0.00662043203983129 0.00871075545060349 -0.0130708784113203 -0.0205460227141903 0.015895257916194 -0.0593580882417953 0.0662506753959218 -0.0238374834012346 0.148007230271386 -0.0151131036683711 -0.035325627023098 -0.00841231582927683 -0.0150348160570256 -0.0351430146236298 0.0825626084432119 -0.0145428651761623 0.0207437041403018 -0.0367374671222639 -0.0664425993729861 -0.0280794289167182 -0.0211357236024659 -0.00518872893499028 -0.0236773831181612 -0.00561916878357057
"PHM10_Z1_2" -0.00989151530126241 -0.0585485204650682 -0.0367377231547072 -0.0280888848456042 -0.0255845537041134 0.0105578780515567 0.109625745365563 0.0281196823906808 -0.0182995676240287 0.121000035475947 -0.00469961065918958 -0.0349647372059702 0.0217190467584291 -0.0246942715644148 -0.0378284864156559 0.0698281509142807 -0.0295101609911815 -0.0950879133986327 0.0130607561726228 -0.0601447334958183 -0.0314446812908427 -0.0212479012115015 -0.0833934648197023 -0.0224535052197557 0.0241344413464033
"PHM10_Z1_3" -0.0265310166780843 0.0288429399579631 0.0610354646851399 -0.00671221137927469 -0.0286176026622427 0.0206601289424734 -0.0301400578577529 -0.0523669888077361 -0.0275441156719814 0.133741191596872 -0.0155740813328089 -0.0395471091103984 0.0488618872822255 -0.0193051697536627 -0.0397203873019772 0.103150756030136 -0.0239271749342117 -0.055766212634262 -0.0996406927007537 -0.0621205788761161 -0.0242524716941304 -0.021713590898152 -0.00483846126625257 -0.0298259304956008 -0.0698026688671881
"PHM10_Z2_1" -0.0193138728666207 0.0517042437904624 0.00351702388529902 -0.0165411599365244 -0.0238196042758961 0.0171315945724027 -0.0675835748272013 0.0352939523219193 -0.0384421273349754 0.145979145559294 -0.00739944474620774 -0.0304481110947019 -0.0846620235532128 -0.0148068784962796 -0.0327608812862065 0.0602074924983683 -0.0222692312913957 0.0498870603879347 0.0156018790045048 -0.0669180452652154 -0.0321179876285273 -0.0204781518213153 -0.0332954782268457 -0.0263883734042344 -0.00918402441700104
"PHM10_Z2_2" -0.0174414989032316 0.00716467370256863 0.0254953926542938 -0.0122670680430638 -0.0280221443290449 0.0174175082935586 0.000399386530876825 0.0114622273629202 -0.0266716162782389 0.146465750122409 -0.00628801560243885 -0.0393921737731844 0.0327838416459713 -0.0230636047362805 -0.0367324489715752 0.0849152681244085 -0.0158176280258194 -0.0620364952576824 -0.0452523035748335 -0.0718959075674394 -0.0331237047637546 -0.028027435764551 -0.0668531642455048 -0.0303409023383039 -0.0556789225482887
"PHM10_Z2_3" -0.02959558190719 0.142390038391665 0.0494435769553455 -0.00886006726484468 -0.0274573545969432 0.0143075328005142 -0.0726277322597834 -0.087143486310963 -0.0166235752257047 0.150898858133873 -0.0149675574458858 -0.039003850410394 -0.0895807495274588 -0.0127159165638569 -0.0405420072969813 0.0757474857065331 -0.0224061333275335 -0.0234055167551258 -0.0846183175659958 -0.0654478556759426 -0.0204328813517482 -0.022097452243799 -0.0284871225154259 -0.0184682982071835 -0.0521507519728544
"PHM10_Z3_1" -0.0134194921772018 0.14079232957101 -0.0259224501608296 -0.0227905644879274 -0.0267888449070864 0.0137283549980297 -0.0860494272917826 0.0254965521812175 -0.0342389903900715 0.142324997738247 -0.00334191456216746 -0.0333106263411762 -0.0914320838155545 -0.0183122345193692 -0.0370457184696774 0.0234815125887185 -0.0240175295949959 -0.00113416092384608 -0.0358183563487436 -0.0693260161782001 -0.0277694268863261 -0.0257741727097971 -0.0691247342781257 -0.0322334775918015 -0.0324795433485477
"PHM10_Z3_2" -0.00870695913153341 0.16466956112499 0.111855001931082 -0.0107977581846667 -0.0246249817317917 0.0311740094780739 -0.0842001560863585 -0.061369063097833 -0.02364454051655 0.14505626441541 -0.00619102341152981 -0.0422224816759621 -0.0478098353257116 -0.0190248304599303 -0.0394260031054286 -0.010115720809529 -0.0189981260930023 0.00915667454361975 0.00958430260236703 -0.070803670171649 -0.0276985679133024 -0.022623779132759 -0.0544557689197967 -0.0190056560754885 -0.096597201207633
"PHM10_Z3_3" -0.0279970996210644 0.218722061204128 0.0885220309896932 -0.00488323638504324 -0.026077012283866 0.021312465676361 -0.110663827130939 -0.0861480753573779 -0.0251339455502315 0.147842878992781 -0.019878963226902 -0.0425303311985257 -0.0974201032960453 -0.0260683408056518 -0.0405611042768113 -0.0360311700923529 -0.0176585609303917 -0.0235237587721291 -0.084964521045243 -0.0662925593631013 -0.023535245176751 -0.0315230609496568 -0.0510045203800499 -0.0251324231850561 -0.130763547648407
"LH205_Z1_1" -0.0411662376580305 -0.0737034706659372 -0.0781288200614316 0.0317190512600281 0.212852559247657 0.154672750684013 0.0325995972319499 0.0609340841171294 -0.0272066531788761 -0.0547852610553294 -0.033818069296335 -0.0570412261758624 0.0894564979844487 -0.0438212316847894 -0.0246873751575419 0.0267465559783197 -0.0252096985357559 -0.042080741850898 -0.0697744598967889 -0.0609613528990831 -0.0249022674292026 -0.0308211168607414 -0.0596839291604123 -0.0467160727422775 0.0346187052579823
"LH205_Z1_2" -0.0275464177190112 -0.0791592651985319 0.0101778593585912 0.0175584438500705 0.212028661192986 0.16446260742593 0.0553729016062648 -0.0475018309033569 -0.0198868775738535 -0.0631142189916044 -0.0311632837137314 -0.059464567142562 0.14260298381482 -0.0420398210863929 -0.0314389114325983 0.0896240009552356 -0.0363215247588316 -0.0094869541884949 -0.0183131878019022 -0.0549767293774429 -0.0238185834564571 -0.0261684114966746 -0.00830523073480128 -0.0233338883619121 0.0691895129494622
"LH205_Z1_3" -0.0321927010559707 -0.0894950562617459 0.00682164084871183 0.0292343357610361 0.17830511383163 0.134174948398618 0.133066910997787 -0.0291615478510833 -0.0118742030527366 -0.0628955513176799 -0.0389790813014778 -0.0553898730304092 -0.082810080498617 -0.056035695103203 -0.0356699674498316 -0.0230547747770903 -0.042065278248951 -0.101820809748153 0.0455574890873509 -0.0587814349335404 -0.0486831061727748 -0.041783232992836 0.0104941158598359 -0.0301224204823766 0.00852519896857299
"LH205_Z2_1" -0.0439763967400554 0.132767960080459 -0.00671273966585856 0.0293220665345156 0.213123773214452 0.141652852887732 -0.014065635665114 0.0949495007715346 -0.027524279345507 -0.0448332908755813 -0.0432668590998802 -0.0588453733556644 0.00130665032181263 -0.0480261991637549 -0.0326918029494008 -0.0592738723134281 -0.0271949023889809 0.0337962262827487 -0.0016507711685541 -0.0597736566497668 -0.0376704122310309 -0.037210140675108 -0.0610738791888602 -0.0404441530653228 -0.125048566555591
"LH205_Z2_2" -0.0331349277179913 -0.0346584020332651 -0.110818086142967 0.0294975974760126 0.232691157746468 0.165117265922257 -0.0267257557696742 0.0279547579423695 -0.0279600587715144 -0.0530367408109474 -0.0352048889546565 -0.0587198264450268 0.0276755410520782 -0.0405641337448891 -0.0244515026618687 -0.0315188659329134 -0.0185023349703935 0.0486764422361621 -0.0539605105357834 -0.0601074152674803 -0.0178011102125279 -0.0313432766512369 -0.081042932452802 -0.0267625506289897 0.0617391039147395
"LH205_Z2_3" -0.0367220210980399 0.0348938859233166 0.0989039167449578 0.0496724283418201 0.23088157862927 0.168037056875489 -0.0470168777714759 -0.0695130497002912 -0.0197952336843792 -0.0529494429446857 -0.0360717641968877 -0.0595327840589914 0.0385948771165865 -0.0430897459178202 -0.0257614848189706 -0.0277037920541593 -0.0286298792651079 0.0767653555995621 0.041529312947152 -0.0599835233575567 -0.0371396077782641 -0.033793780534422 -0.00847042473665617 -0.0287612783959446 -0.0351030026281911
"LH205_Z3_1" -0.0531557050245133 0.171511015719243 -0.000763273420771108 0.0324253774565687 0.211511868064435 0.133493453497531 -0.0660604003879287 0.0920977556243003 -0.0222212217603903 -0.0394322164142981 -0.0431619875220385 -0.05542719031021 0.0177487973607037 -0.0436118924625355 -0.0294283728705347 -0.0720364221674855 -0.0215063746840205 0.0891407569222752 0.0899042672855094 -0.0587153344130574 -0.0420923847443108 -0.0340278884502251 -0.0636931345294719 -0.040629337962086 -0.139315447943932
"LH205_Z3_2" -0.0286903186203028 0.00958384970088531 -0.101391940986784 0.0353032062706633 0.232922736016474 0.168140522321553 -0.0593402734477779 0.00426912678639408 -0.0370862334183658 -0.0515583374274807 -0.0340687927186149 -0.0565154641753728 -0.0256166060327929 -0.0393470604155864 -0.0200181334838656 -0.0281231545462017 -0.0273767258566262 0.0839257265981649 0.0721190278356759 -0.0584220379372328 -0.0193272860065165 -0.0253352192178706 -0.0938500301921647 -0.0287984646029682 0.0573201132689783
"LH205_Z3_3" -0.0303799828583207 0.102343609090601 0.1391147936551 0.0448879798657735 0.218756046293504 0.163941372702518 -0.0752183291713722 -0.0807266936741576 -0.0215592111967571 -0.0531402152726606 -0.0365340022223057 -0.0581939120835548 0.0604040668095125 -0.0449942761469689 -0.0284427014450035 -0.0502257596013595 -0.0277868091616017 0.0312555861195772 0.0320110544836235 -0.063068704109634 -0.0385846915124056 -0.0429566916871322 -0.00807630359527063 -0.03679185841306 -0.0877424860956848
"PHW51_Z1_1" 0.301033553819683 -0.081644641202752 0.01419102079694 -0.0203477278583917 -0.0475762504526695 0.140182296099443 0.0924343339596809 0.0585471224657126 -0.00497675171641809 -0.034672348900392 -0.0234250931487561 -0.0400088507294331 -0.0083542387266968 -0.0231487453521806 -0.0274179264436829 0.0350914700091241 -0.0339294184672755 -0.0673383027715123 -0.0266207016005946 -0.0241326642119852 -0.0193474324967761 -0.0111279346062485 -0.0085430090870562 -0.03550241081577 0.0467126136158006
"PHW51_Z1_2" 0.330696390589076 -0.0319695200401704 0.0648599282835975 -0.0182716271970223 -0.0473731030884136 0.153509690821069 0.0472648600661295 -0.0295399873892964 -0.0142304020232623 -0.0331641926684944 -0.0212712475705389 -0.0381397279568283 0.123470257272796 -0.0223595471810581 -0.0206305669080797 0.0310372942974628 -0.034180604436311 -0.053538257237872 -0.0425749250869228 -0.0296836883442404 -0.01259477115034 -0.0114446910065866 -0.0468007087637589 -0.0356025832548672 -0.0330350514126148
"PHW51_Z1_3" 0.316539493360492 -0.0665793038815033 0.123713894777512 -0.0157475860908458 -0.0473185650582821 0.14566633771906 0.0680675867945329 -0.063377651601318 -0.00406401348370661 -0.0377556113899824 -0.0225274249283827 -0.036171939643317 0.0661291392670423 -0.0240905155532715 -0.026087131569278 0.0211450544982293 -0.0345567975977443 -0.0754704119813113 -0.0117064954078954 -0.0267955443592192 -0.0119604164255183 -0.0125147072784471 0.0388090482395337 -0.0354505149666878 0.011006785342794
"PHW51_Z2_1" 0.288506715720335 -0.046724012957214 0.0206375883889576 -0.0168473710547391 -0.0447422579884811 0.131558449577191 0.0211489341830372 0.0142040000613417 -0.000715415183973158 -0.0316479013671633 -0.0109042084412611 0.0124599063392235 0.100273452634254 -0.017124518311294 -0.017652543875785 0.0405135234789831 -0.0311407145069857 -0.000120909932240724 -0.0534455960334589 -0.0220890110841238 -0.00987759354348066 -0.00288379936883635 0.0116745103752971 -0.0186870131672017 0.0462710200044864
"PHW51_Z2_2" 0.343197571327241 -0.0259358861232754 0.0846325291698174 -0.0148845627037712 -0.0469441137691453 0.165325924837092 0.0078408567304376 -0.0841023718492809 -0.0100465394617916 -0.0294751919951463 -0.0160228645291745 -0.042282900533772 0.123155440701012 -0.0174680284782776 -0.0190100727151817 0.0330785287218993 -0.0308636506203898 -0.0422063312715526 -0.0539206890603105 -0.0337844090578589 0.000144585858490064 -0.0155384510702372 -0.0621271598752384 -0.0349723091024257 -0.0326329276379949
"PHW51_Z2_3" 0.323294504949573 0.0493697095201207 0.100225934508552 -0.0182885902437442 -0.0404422399997403 0.151091854498942 -0.0268721369070376 -0.104733700936579 -0.0104541971895071 -0.0286906517886512 -0.0127063953487702 -0.0383769270451981 -0.0262188349692939 -0.0149474780089905 -0.0136140420240559 -0.0145068751411937 -0.0300642547729553 0.0572091782987395 0.0290775253805388 -0.023751619751147 -0.0130660362922206 -0.0101358849312252 0.0258513125945646 -0.0209628219765994 -0.016152240866413
"PHW51_Z3_1" 0.315764438420241 0.0223972116684106 -0.0276529406680783 -0.0238815617184938 -0.04113628731029 0.159142993641252 -0.0355462160653473 0.00779135657486272 -0.018412743592391 -0.0230330506413487 -0.015844233297865 -0.0353449732473223 -0.119346588968265 -0.0170559560473871 -0.0105061338770111 -0.0573587929149331 -0.0324777252904944 0.109718187347421 0.0199744088614694 -0.0319281359322382 -0.0125074803914042 -0.015274199082714 -0.0971576412570764 -0.0282550050505226 0.0353792425326437
"PHW51_Z3_2" 0.314993275905709 0.0292933978220078 0.0544224868172608 -0.0215176212818789 -0.0461887434819566 0.166226448412616 -0.0517108735911678 -0.100318747055457 -0.0288608508802351 -0.0247125400534428 -0.00718519545735755 -0.041259199767382 -0.0100204115533751 -0.0105423763513332 -0.0104532593103477 -0.05884461734173 -0.0185679682314398 0.0473410548144915 -0.00517995912839034 -0.0352530509363753 -0.00219389173351751 -0.0168664184584998 -0.0973092309222423 -0.0266370638767079 -0.0120233073046817
"PHW51_Z3_3" 0.32092617506772 0.0633017203739951 0.05147251550827 -0.00716802526769265 -0.039897206472733 0.152465180291833 -0.065259762587455 -0.106203027863463 -0.0215660859815124 -0.0256271532799732 -0.0105480133711921 -0.0320497123145687 -0.087894037757409 -0.00917443583250621 -0.00815541578394125 -0.0461869470397316 -0.0307149802378855 0.0934425896194777 0.0730142190107066 -0.0275421049055776 -0.00649577483518662 -0.019039363804331 -0.00943196932420178 -0.0151982855869199 0.0180000342250885
"B73_Z1_1" -0.0510216495080588 -0.0887607658495234 0.0664964731478574 -0.0382689255108826 0.190640645184583 0.0983454244260136 0.162818593888741 0.0898451330606476 -0.0177408661548368 -0.06903045147615 -0.0437236432521458 -0.0472792784349573 -0.104315480510795 -0.0609034126805003 -0.0480646266056225 0.0251009818533529 -0.045689500407202 -0.10530455345459 0.197804094675274 -0.0489953045443238 -0.0442972161703014 -0.0248897223080926 0.0286359890043027 -0.0451445681442074 0.0151133111284301
"B73_Z1_2" -0.0162608301403702 0.00614461996179492 0.0528994660557044 -0.0319634622095742 0.181655586485653 0.111313040518874 0.0761471989204837 -0.0150595895688512 -0.0292408800182321 -0.0632209478550946 -0.04157445366208 -0.0471429021051892 0.046580436053677 -0.0615028884059508 -0.0486161955137499 0.0617046303466068 -0.0454769498647527 -0.0649683799456916 -0.0353880104300677 -0.0533002436610067 -0.0401216572727198 -0.0246772706354065 -0.0508401686634314 -0.053927399536926 -0.0716296782103276
"B73_Z1_3" -0.0387024533173157 -0.00855678501408528 0.0752984057867166 -0.0351623489152874 0.214780367075639 0.116381381817837 0.0554773684039418 -0.0235797387979578 -0.0369148695353579 -0.0650307365220111 -0.0476370445037066 -0.0456992966147758 0.0143791826896645 -0.0611159718359667 -0.0458914274941062 -0.0409246923176591 -0.0439830007881398 -0.0267635221879585 -0.0279666766061353 -0.0550043684474777 -0.0426083979830571 -0.0220227082629526 -0.0342965493568 -0.0559112693105578 -0.0712979417680761
"B73_Z2_1" -0.0493808268022794 -0.0202316963771496 0.0726767112452675 -0.0287126136329644 0.217860970968629 0.120202428830312 0.0347214365767182 0.0958190360082485 -0.033183625208603 -0.0561639012813685 -0.0391031542360024 -0.0472983954771197 0.116691330215839 -0.0604819918600848 -0.0458238471438708 0.0604950613169672 -0.0403460258637744 -0.062914388000059 -0.0337659701742932 -0.0518720166560346 -0.0359470534941035 -0.0180383320370974 -0.00057332623607162 -0.0533997481090229 -0.0635933263054867
"B73_Z2_2" -0.0273251076271851 0.0213542628820425 0.0678789579164091 -0.0269837273079873 0.218389911416326 0.129424739288798 -0.00750458803772052 -0.0395666251237818 -0.039524952385875 -0.0590177179821995 -0.0424234552213273 -0.0505572433793908 0.0898629701184267 -0.05656694001578 -0.0432228943664933 -0.0207321411199882 -0.0328198934714961 -0.0235727535408029 -0.0593222776454094 -0.0584271480614341 -0.0290443845703316 -0.0273315586464906 -0.0487055949943963 -0.0522185038805199 -0.0799366955953672
"B73_Z2_3" -0.0349755701117338 -0.0381357154096311 0.0686607916865481 -0.0301420512292998 0.202706210506435 0.117949734168015 0.0226440884576745 -0.022952192254112 -0.0384705374577676 -0.0636309475134108 -0.0428764598094902 -0.0456142997562716 0.0361706510124373 -0.0616985002139208 -0.0453188010767694 0.0237940454899456 -0.0355087955522851 -0.0344376359782934 -0.0638644699213951 -0.0569777337219815 -0.0372431216857234 -0.0281554656665198 -0.0127015989441025 -0.0571353571866483 -0.0800475382462009
"B73_Z3_1" -0.0537910750155552 -0.0444726131343278 0.0161908307350854 -0.0273722913042628 0.237153217029275 0.128586956963963 -0.0143695308142589 0.0496285991493977 -0.0396579640627843 -0.0571887258008668 -0.0345862391683191 -0.0407754021264301 -0.00399135372317424 -0.0456128112269035 -0.0443965777905395 0.0106892296729573 -0.0432962392878077 0.0337762168300255 -0.0148971066476118 -0.0483771609687842 -0.0195597359087942 -0.0133858005944872 0.0422000988769884 -0.0202668979688513 0.112612690400527
"B73_Z3_2" -0.0435926482627595 -0.00917621016155487 -0.00907588243961018 -0.0317321076454286 0.264362503135292 0.125523824088178 -0.0339820381171244 0.0296422686426432 -0.0355875904830206 -0.0585113364570919 -0.0413566444480326 -0.0439727412312384 -0.0489578056755134 -0.048471001729511 -0.0312062679609368 -0.0440174916528665 -0.0395318847412673 0.106413586233335 0.0865996303945814 -0.0511364703784699 -0.0249770124671806 -0.0208714135832948 0.0490079931166119 -0.0337613359803223 0.0572866964425134
"B73_Z3_3" -0.0373969966958981 0.0836228338977557 0.0593659009243537 -0.0259087484386792 0.256942758656891 0.131787706622522 -0.0521722661326253 -0.0812931125803601 -0.0308438674969637 -0.0551264910067383 -0.0422152363179134 -0.041174028005646 -0.00541014104533395 -0.0514374095876561 -0.0368898804451427 -0.0575070859145248 -0.0243543008448412 0.0911393325755087 0.000490841984108867 -0.0597871953645533 -0.0305732820098384 -0.0291786888771102 -0.0318652738138162 -0.0453747346048602 -0.0746102556728593
"A632_Z1_1" -0.00312365732999895 -0.00940851097640362 -0.112635106931868 0.317600491224689 -0.0342568508702869 0.139021948870424 0.0457830965461988 0.053267439689812 -0.018532784416647 -0.0413482564571069 -0.0222544274153491 -0.0418317058323654 0.00701181568002372 -0.0128045281401708 -0.029415084809745 0.00437326651724371 -0.0281825051224442 0.0465765920305801 -0.00970689591979471 -0.0577832474535601 -0.0237346854091778 -0.0045059934051085 -0.121427892501121 -0.0533555304398454 -0.0201189857829495
"A632_Z1_2" 0.0218893023096221 -0.0398761303265672 0.0291442433052328 0.322433360540108 -0.0343233566782117 0.15005480217415 0.0612659902308614 -0.034393611223 -0.00739302045447871 -0.0447851505932152 -0.0176080466558914 -0.0451772198663591 -0.0150161548350835 -0.0042724348185242 -0.0272093879171766 0.029606482191297 -0.0319174943541067 0.00562143122034168 0.00959010161788419 -0.0559310339407474 -0.014221142948514 -0.00582075728347463 -0.0919808895591331 -0.041116280233697 -0.0127277111343118
"A632_Z1_3" 0.00118229116110941 -0.0472080730064599 0.0892151642460825 0.269853264536014 -0.037326489601334 0.129202347554231 0.0758270763405284 -0.0236836362970508 -6.92760637698874e-05 -0.0506799970381739 -0.0354767168185825 -0.0421801987654037 -0.0517758995106238 -0.0191362213351342 -0.0385370570238454 -0.0394155210191367 -0.0288232493019985 -0.0414799288642777 0.00817623156322387 -0.0565994707467984 -0.0285150485770013 -0.0100135188743183 0.0237964617371723 -0.0415312517870231 -0.0613477101041452
"A632_Z2_1" -0.00975732753235253 0.0776939484069558 0.118957669076967 0.303630040135286 -0.0351890637531595 0.144852436921485 -0.0272092326116208 0.0674791408703853 -0.00812449953371003 -0.0376700059722614 -0.0265638302375272 -0.0428846363589985 0.0166374486525063 -0.0103765087116355 -0.0427367424705337 -0.0128107387427438 -0.0324641432189663 0.0412867396683861 -0.00570131974357709 -0.0606939459516803 -0.0256436105274783 -0.00820363710996628 0.00706559400943095 -0.0457792748455904 -0.0720898504303838
"A632_Z2_2" 0.022306633452243 0.0819511958100156 0.038183625304975 0.329376720073677 -0.0328613648116864 0.154123874098183 -0.0343316516542722 -0.0723036120285632 -0.015165851617 -0.0335502872448233 -0.01803574223541 -0.0455934971619252 0.0722678704267781 -0.00838976495229737 -0.0219867946557786 -0.0263165175776132 -0.0177580540728043 0.043442631396408 0.00648532303017919 -0.0646079807087586 -0.0125340467825309 -0.0100153194505997 -0.126201664642728 -0.0418353710724748 -0.108163024347025
"A632_Z2_3" 0.0023206672975877 0.0638520022978907 0.101279278891551 0.296069233306643 -0.0342461116436704 0.1299542689322 -0.0485308500877856 -0.0829410026758919 -0.0066602693532265 -0.0403634025980478 -0.0306987016175421 -0.0368024068283981 0.0448718183446974 -0.0115576269545601 -0.0397998282315237 -0.043382196719113 -0.0269502052283729 0.032675396639123 -0.0142413806999098 -0.0605347706568882 -0.0295537544795583 0.000628639398239136 0.10566977009917 -0.0312238053565286 -0.0876888947056787
"A632_Z3_1" -0.0131641951992645 0.148166108036826 0.162390446467524 0.32015764368657 -0.0344702961232658 0.139702553495188 -0.0756264511250922 0.058126430978852 -0.0113154837824387 -0.0284497536976062 -0.0315365199125362 -0.0442477571777357 -0.0310861766964629 -0.0132097908297107 -0.0401552338097444 -0.0832794473193953 -0.0315215606434266 0.0689671474563358 0.0159338261850855 -0.0647205411728592 -0.0259163534033905 -0.0112414622606184 0.0184417047407742 -0.0404952390609107 -0.0814514640255023
"A632_Z3_2" 0.021814410195375 0.116155547287471 0.0415387781216595 0.331135260613349 -0.0367651413175866 0.151791353571578 -0.0588251428181136 -0.0747797631513905 -0.0171218385924617 -0.0299094069389253 -0.0214371047075761 -0.0461828015781447 0.0749303179510213 -0.0076854681710299 -0.0263037352258738 -0.0592987679031024 -0.0172544279788039 0.00123158608929022 -0.0729193639358572 -0.0687694651499671 -0.0173937217916343 -0.0166827773044376 -0.136988972190207 -0.0471669829907783 -0.11384506742405
"A632_Z3_3" 0.006552699960524 0.105688811063664 0.141939465265538 0.344980044618627 -0.0333894062549453 0.139290572451852 -0.0755242016567472 -0.105105360851477 -0.0153210847139447 -0.0447567678745389 -0.0313854833914357 -0.038358069758854 -0.0305402882217055 -0.00551640411544748 -0.0315100673168831 -0.0678302128472862 -0.0245879633265165 0.0773458867512481 0.0606738008716384 -0.0596274030740516 -0.0223380129817233 -0.00919004046627574 0.0891038145066507 -0.0263624440696951 -0.0799055269202212
