"MEdarkgreen" "MEdarkred" "MEdarkturquoise" "MEdarkorange" "MEgreenyellow" "MEsalmon" "MEblue" "MEpurple" "MEorange" "MEgreen" "MEgrey60" "MEred" "MElightyellow" "MEblack" "MEcyan" "MElightcyan" "MEroyalblue" "MElightgreen" "MEwhite" "MEbrown" "MEdarkgrey" "MEmidnightblue" "MEyellow" "MEmagenta" "MEpink"
"X78371A_Z1_3" -0.0243545194712597 -0.0830919381522942 -0.0613570754785684 -0.0192456854971923 -0.0284937333584686 -0.0562928236447452 0.0903111849301191 -0.0476417543184298 -0.0237102091262274 -0.0363498848052874 -0.00238990054198627 0.19772510772403 0.0467029717830686 -0.0123388658745462 -0.0110895328435142 -0.0137383604156791 -0.0248424475281586 -0.0344885562940516 -0.0181702014725842 -0.0154444864393342 -0.0176952128545215 -0.0032594140192645 -0.00218364715300457 -0.00757059109582192 0.0731800746321556
"X78371A_Z2_1" -0.026349039092485 -0.074458355559774 -0.101352372502591 -0.0210484275643053 -0.0190052333424846 -0.0565777592725999 0.00364586808170784 0.0442420783508738 -0.0299268964354627 -0.0346070707032158 -0.00109814543788652 0.198234846414555 0.0812891162470246 -0.0167643973244467 -0.00430897565142738 -0.0117464568702065 -0.0138228829454766 0.0260500538653325 -0.05958124556235 -0.0172356590012049 -0.018077042952522 -0.00579248230176187 -0.00759424702987287 -0.0134563887364419 0.108696777284637
"X78371A_Z2_2" -0.00690336159742403 0.0312776039153167 0.0531859138831984 -0.0267022160513439 -0.0249642592604016 -0.0536993331696859 -0.0563022189976712 -0.0256986008389565 -0.0240442886389586 -0.0325465730123233 -0.0175447222352578 0.196436313571121 0.0561868503763746 -0.0152622399204504 -0.0076588855414026 -0.0591164376535447 -0.00832318353238898 0.0452768437998085 0.0207446178626468 -0.0210162843506919 -0.0260657165174063 -0.0180166739526986 0.0110980799970355 -0.0349029643433819 -0.0562137575628248
"X78371A_Z2_3" -0.0285990794188946 -0.0454474486366298 -0.00899285849272053 -0.0186558160850331 -0.0181012405536277 -0.0526684849314098 0.00161455898919969 -0.0789244946501386 -0.0223567073349237 -0.0331000840966425 -0.00362905748417874 0.203148439771786 0.153106305432202 -0.0140551240958224 -0.00819390786867512 -0.0167277938602548 -0.0187259858644481 0.0850034641675834 0.0603038985941093 -0.0128525179172957 -0.0218975129685927 -0.0086828995561976 -0.014522235428064 -0.00307443011241612 0.0729641264300969
"X78371A_Z3_1" -0.0278536826318079 0.107943448415631 0.0822469038427974 -0.0279390745192449 -0.0176548308858984 -0.0498551489401839 -0.0337102209014952 0.0659468482674622 -0.014670494363745 -0.0202198883346 -0.00665720223988615 0.187274183178947 -0.0613100650594201 -0.0142985210287675 -0.0137504855288605 -0.0977397909560205 -0.0102542174038885 0.121143927156268 0.195119838810756 -0.0164950446964834 -0.0226777574919603 -0.0160566570477438 -0.00880966506142021 -0.0216833583498369 -0.0571899358570535
"X78371A_Z3_2" -0.0178640772486939 -0.0574753999364185 -0.0415829982986381 -0.00369752773400188 -0.00593680816768803 -0.0457937638232793 -0.0254065973131771 0.0123731814238226 -0.018777834060739 -0.0288672272684621 0.00634100541259058 0.224246728836838 -0.120439299377011 0.00130292396579503 -0.000469983798099599 -0.102604491088102 -0.00672847953673932 0.233369016934091 0.173561632638298 -0.0113315383582369 -0.0132760610153186 0.00220378411266216 -0.0387705251410953 0.00200929501615016 0.120955001685237
"X78371A_Z3_3" -0.038760737284804 -0.00857854980340902 0.00864589259840242 -0.009054237243665 -0.0148643559145854 -0.0459349189534014 -0.0266142868324839 -0.0777724213037567 -0.016573589547222 -0.0287060031275402 -0.0063767996271935 0.211805696210908 -0.0600804846845925 -0.00955485921987958 -0.000877812714252855 -0.0915101510919607 -0.0121008277466644 0.202976120926237 0.163042646357655 -0.0175354257236451 -0.0232598936679579 -0.0113709710155601 -0.0621310485361303 -0.00616556066052843 0.0388703434963703
"X787_Z1_1" -0.0279730564747611 -0.11989440213147 -0.158640252226088 -0.0211579420985483 -0.0328801835163813 -0.0367259647686405 0.149253252962741 -0.0769487906262904 -0.000783994254518993 -0.0365447806075383 -0.0083376900051187 -0.0139380442247643 -0.143327659262471 -0.00946032635374465 -0.0264248823174211 -0.0385388243992444 -0.0105350797432571 -0.0730443727943406 0.0517830345148071 -0.0109491193478563 -0.0289177456278232 -0.00803641551371418 0.117167296180319 0.292488399932507 0.155058574091169
"X787_Z1_2" -0.0399382204851366 -0.116695323515044 -0.0779696533742394 -0.0421432693616366 -0.0340477353450352 -0.042380132379976 0.141500592735476 -0.0946727763733275 0.0023250570886813 -0.0407443133655414 -0.0230457148968818 -0.0195273510687213 -0.0963319054572217 -0.0151116058764062 -0.0172680110541048 -0.0255642844759556 -0.0134041726023283 -0.083351083753045 0.0188984525436202 -0.0102047175685358 -0.0162900879375967 -0.0081058625527933 0.172876138084768 0.288807198954139 0.176195943792077
"X787_Z1_3" -0.0250551392518383 -0.0911794624137875 0.0201473979421799 -0.0301291231927164 -0.032943108618293 -0.0327186611959762 0.126904769763665 -0.0818905162687405 0.0070893632539807 -0.0352479696488047 -0.0178280328295868 -0.00751299321265755 -0.0652925877273836 -0.013132023076538 -0.00646888205834073 -0.0301624493081331 -0.00482286190342007 -0.0914975222863378 0.0326270360192182 -0.0170423155703772 -0.0159037180603412 -0.00404124215925502 0.108843849478878 0.249225120265239 0.0638487548567354
"X787_Z2_1" -0.0248363424531014 -0.0570853256197015 -0.138577865155673 -0.0295526721804178 -0.0219157748119052 -0.0395044523319609 0.0273266146645051 -0.114267372079662 -0.00649437969228193 -0.0226948884811764 -0.00636493504490099 -0.0127847950118484 -0.131717543313828 -0.00427560719624159 -0.0136942314405587 -0.0854527502146115 -0.0121931280896549 0.0720465007028428 0.0360351523217455 -0.00299130714652652 -0.00823432661007821 -0.00253244323318549 0.101099339385877 0.357453526496526 0.135849620232359
"X787_Z2_2" -0.0270845426123384 -0.0686933463343566 -0.0781241811511033 -0.0156451259455693 -0.0257749334982119 -0.0284037176080889 -0.0310775548743707 -0.146162659058754 -0.0142905335557983 -0.0312062147265907 -0.0202668159786573 -0.00530837711490078 -0.136045351980286 -0.0059327987232792 -0.00342909126252035 -0.0806682263578785 0.00122041947664893 0.0567260815542006 0.00449899882369377 -0.00815545800796112 -0.000504711177736404 0.00635694059709564 0.18276747915754 0.349516204554167 0.140906656559076
"X787_Z2_3" -0.0274244508839337 -0.0268860165979498 -0.0363533798546059 -0.0237805163808155 -0.0170297360862467 -0.0289639055920058 -0.0252763371091737 -0.119922699064426 -0.0142401548956016 -0.0246193649838472 -0.0219362821674135 -0.0045439764713826 -0.0155863226622066 -0.00285595234446486 0.00354834852386027 -0.0103184743765665 0.00512902258874529 0.029609408041737 -0.0128272238883783 -0.00676235081841059 -0.0035741569495244 -0.00349097482937333 0.123703616631443 0.296213427672583 0.0966241940318707
"X787_Z3_1" -0.0270071696656265 -0.0396170207844173 -0.222469129602257 -0.0377888702339297 -0.0226081368450448 -0.0450633190529157 0.00634852337452564 -0.0901363651973433 -0.0195369265688679 -0.0171651683506127 -0.0105003952308521 -0.00870908672150564 0.0118852260803649 -0.00205258440741095 -0.0145494732074761 -0.0356093208485141 -0.00516190915360089 -0.0380946209074927 -0.0196871752983392 -0.0117004430355586 -0.00887587450957968 -0.00854377394107128 0.0767131171141595 0.319850536617186 0.0741650225384999
"X787_Z3_2" -0.0150998175027889 -0.0468392184807059 -0.0514778865060628 -0.0241123239045036 -0.02245682523947 -0.0307205325249158 -0.0403953398324095 -0.146670638799708 -0.0187148745527841 -0.0237316220652269 -0.0161074476386389 -0.00750843088725054 -0.119947014468715 -0.00779623919077768 -4.98931990987006e-05 -0.110369108258826 -0.00111960852266527 -0.00627329595133239 -0.0288737451903517 -0.0106954155316222 -0.00999428737333882 -0.00123901198906395 0.145575339776158 0.313119505037764 0.105928488509941
"X787_Z3_3" -0.0250137871300911 0.0408975797735601 0.0892271062822546 -0.0237219225127568 -0.0233978477836884 -0.0346444731641966 -0.0372456155861033 -0.147542987230444 0.00325499100929209 -0.0150832515963837 -0.00794269872644561 -0.0105928100540669 -0.131800228427167 -0.0103126202965677 0.00582445643864133 -0.0807208863389985 -0.00879020837758476 0.0356721642913397 0.0831965625046514 -0.0164748440857894 -0.0102084771404241 -0.00482899776045566 0.13082366061997 0.321955930070712 -0.00124293220641211
"IB014_Z1_1" -0.0379990293037519 -0.0892375921417774 0.0656023171348972 -0.0323289695965573 -0.0340318660750378 -0.0409101913191248 0.0803699728945691 0.117963219393352 0.330008231671365 0.128855438075807 -0.0260954312801552 -0.0269658826507811 -0.146772701223781 -0.0238692881845202 -0.039862802419197 0.0410450727735677 -0.0172706868559924 -0.116732802359888 -0.00947767807268578 -0.0643786232769162 -0.0128335498544664 -0.0125998458020467 0.109287406901346 -0.0165426768722491 -0.0183777311851557
"IB014_Z1_2" -0.0285658580725805 -0.0478271214850902 -0.0069069068891809 -0.0308266536140989 -0.0331734973095235 -0.0397973785392972 0.0684495249420533 0.114205980533433 0.305126588279975 0.133579310852503 -0.026095158549695 -0.0256821887775562 -0.03443215215415 -0.0210805741763736 -0.034230292352711 0.00331797360849522 -0.019954168807213 -0.0987874501750618 -0.0373682509916141 -0.0597103873264616 -0.0229433269733983 -0.0186358633725296 0.0453596973531702 -0.0164547452094687 0.0039175997660819
"IB014_Z1_3" -0.037675856345615 -0.0874177727074252 0.0218209789172835 -0.0336814122692069 -0.0353526438934641 -0.0361415006430666 0.0967052454438557 -0.0497885566300936 0.318840746980004 0.103796461817437 -0.036040375642465 -0.0288447338865128 -0.0632136822112275 -0.0203342321334513 -0.0364804931851227 0.0868315224825625 -0.0334546860682205 -0.0779912821041128 0.017320666415219 -0.0532919899352456 -0.0155167802930689 -0.0109496112772694 0.158882774125172 0.0147233819689811 0.0924950461448783
"IB014_Z2_1" -0.0180065474913972 0.0324409570808781 0.156732150994194 -0.0321238940680508 -0.0318890850317417 -0.0356521260836647 -0.0393631074289989 0.120086587977256 0.339675021553748 0.149367276018145 -0.0246442156740729 -0.0316923568254961 -0.0265110145750683 -0.0161427177098879 -0.0363979853985314 0.0705811786012115 -0.021203012724118 -0.0526481400092213 -0.0756931500455904 -0.0647663408958334 -0.0175970226452766 -0.0191405924103671 0.0924491637548577 -0.0186014961626929 -0.0820208211991606
"IB014_Z2_2" -0.0465405842111949 0.0154116504170312 -0.0131260527618198 -0.0425049289584082 -0.0301231959944522 -0.0330977646883424 -0.0171984174227028 0.0863402913046429 0.296240501432416 0.137685026670523 -0.0288173097992415 -0.0266939368655204 0.0306954191781135 -0.0164012702115986 -0.0300303002370774 0.0926524935651214 -0.0206370678913177 -0.0283400945149149 -0.066841744309687 -0.0572348943582142 -0.0134107421765114 -0.0189094965690628 0.0740236162635048 -0.0083916803901121 0.0298367669658207
"IB014_Z2_3" -0.0329843569903392 0.0666424365612767 0.0963422117090818 -0.0395945630667963 -0.0271066825893854 -0.027620145559508 -0.0285471542900383 -0.0408662226298185 0.281100748520893 0.136160264721117 -0.0265001885014445 -0.027466483630936 0.0610713139017121 -0.0188822127724297 -0.039421417478541 0.0488830292207765 -0.021000337953904 0.0154466393678572 0.000831472781475172 -0.0684210925765414 -0.0110712957687104 -0.0155120100182917 -0.0235721726802502 -0.0246993912405016 -0.114647168500056
"IB014_Z3_1" -0.0522358296209017 0.0505161615473832 0.0946519871710243 -0.0376768960928305 -0.031199601612309 -0.0312918422508065 -0.0790611407223353 0.088427161233314 0.350479206864381 0.154202171826899 -0.0171953315367552 -0.0305146647782896 -0.0791302377536263 -0.0192348968799702 -0.0378547179747753 0.125275972973392 -0.0243340407080063 -0.0366592754736737 -0.0863664575789072 -0.0620109455317984 -0.013351674410539 -0.0310304878730122 0.114089514742075 -0.000975118912108473 -0.0313896117739133
"IB014_Z3_2" -0.0278462062159273 0.0626383318716497 0.0393231986946843 -0.0323564485905977 -0.0294857608163073 -0.0380147860899022 -0.0662351554403162 0.0740783333517289 0.320630327886969 0.15050782531941 -0.0214609152798466 -0.0283563439617107 -0.064237737343374 -0.0133128000117939 -0.0328312876448685 -0.0114680877517285 -0.00973168530223764 0.00688040107939799 -0.0594700175111484 -0.0601453602324499 -0.00847763311434404 -0.0259117524551404 0.0308609551835757 -0.0120538415584495 -0.0396558970457676
"IB014_Z3_3" -0.0233216324537482 0.0769955415543688 0.052201785863029 -0.0316775917295874 -0.0310660579263074 -0.0342781920907351 -0.0348385983496883 -0.0762512854439964 0.335790519773047 0.143053058078736 -0.0282108889138599 -0.0304730197115138 -0.0321352523192568 -0.0214263842316538 -0.0315728876096167 0.0427517080066439 -0.028488493561515 0.0180426434610818 -0.00886057200261453 -0.0614888322372423 -0.0123055967909911 -0.024412954148602 0.0267203311896771 0.00935079305558616 -0.0721100069855624
"PHN11_Z1_1" -0.0268861885831146 -0.00867411974641663 0.0315164838103786 -0.0409542814741704 -0.0377030815404744 -0.0361923428489857 0.120408074828319 0.124108457256006 -0.000477586980963594 0.129171298982181 -0.0134014920034155 -0.0408953619408934 -0.0687062468786229 -0.0382781104599457 -0.0267105430396079 0.0556100141528483 -0.0183149788927923 -0.0825321642471268 0.131434085215303 -0.0574180657237405 -0.0103942518427274 -0.0295640957967622 -0.0416214574755845 -0.0480791121191287 -0.0660532573608058
"PHN11_Z1_2" -0.015933152459971 -0.0486082997592274 -0.0659471091037781 -0.036623031981976 -0.0305834821311279 -0.0406771346446259 0.059852029028868 0.103964083884413 -0.0037962245630914 0.155685050685136 -0.00889047976631491 -0.0402625113088667 -0.0543591609491053 -0.0305279888086231 -0.0249684774308491 0.0644867917293676 -0.00619270050139791 -0.0307841736132734 -0.0381602873024172 -0.0591315010472431 0.00118917160584039 -0.0304671330804207 -0.0446017063456111 -0.0422923128052874 -0.0189721549395816
"PHN11_Z1_3" -0.0241037265700419 -0.0156565026578281 -0.0414858537906034 -0.0369268309635163 -0.0403325065628389 -0.0343973186235552 0.0551611253261228 0.0175547492816323 -0.0170166795065686 0.142069003414297 -0.0163918736075581 -0.0442307842841411 0.0375099460846766 -0.0397714035880885 -0.0281055323178511 0.104642594633079 -0.0231962276283612 -0.0890065140445575 -0.0775701455488132 -0.0618267751055554 -0.00320054480004225 -0.0305655482493942 -0.0910265487067404 -0.0532789059553967 -0.110194113990523
"PHN11_Z2_1" -0.0386327376184819 0.0560061257711586 0.0652744811430606 -0.0370837226301146 -0.0291568711910109 -0.0298592526163339 -0.023875996325996 0.148637493758565 -0.00209643094548417 0.177716318764423 -0.00403550020370742 -0.0420934173807951 0.00431483739184157 -0.0258990207843315 -0.0229817955433087 0.103547001765013 -0.00812714320463401 -0.0358268150999864 -0.0592975980124136 -0.0628185545520757 0.00354133258060423 -0.0284636206469292 -0.0533098303880782 -0.0357271447544652 -0.0893170333329069
"PHN11_Z2_2" -0.0316545365667086 0.0914844690679319 -0.0168790268530401 -0.0371398301898405 -0.0247569301685982 -0.0337015361885671 -0.0447908941042909 0.0538767456012764 -0.0104573948487834 0.172531973952397 -0.00682376574288544 -0.0404516212258458 0.0210487947082251 -0.0276808294651106 -0.021745025587416 0.0687772197622752 -0.0145208669786961 0.0401994924288398 0.0206337893992626 -0.0561165319614792 -0.00170319871843759 -0.0258551912184197 -0.0309802603410632 -0.0249969564850131 -0.0368007843335878
"PHN11_Z2_3" -0.0260577332216318 0.0564413758519747 0.0118945672644181 -0.0304338717715706 -0.0262824547090114 -0.0240849130620188 -0.0293966367509108 -0.0458787425367249 -0.011242488141434 0.154531097425148 0.00182045630793939 -0.0411268218463378 0.0836938988755633 -0.0334022722276088 -0.0203748509805663 0.0686208781618427 -0.0109590013316979 0.035012868788424 0.00539558836528591 -0.0611812039517637 0.00208499547867398 -0.0314340244059531 -0.0897646218218735 -0.0375841096823388 -0.113741867138159
"PHN11_Z3_1" -0.0332235540069349 0.101152018476246 0.0202384850638698 -0.039990953929179 -0.0249989086514999 -0.0301487274955437 -0.0516808553330733 0.128140976516966 0.00485482360017912 0.178334192904536 -0.010155886658239 -0.049540020642392 -0.0429744792417095 -0.026988655439934 -0.0231310398534585 0.094162350050174 -0.0163814311256157 -0.0208154949340277 -0.0755251216422893 -0.0609686348964329 0.0034657964798544 -0.0352796096103858 -0.0608720477524042 -0.0295627238681515 -0.0743075902917178
"PHN11_Z3_2" -0.0173851314629734 0.0596706854875395 -0.0310198533448347 -0.0403238949617401 -0.0261418158837088 -0.036160132579103 -0.0934741448620232 0.0509233224009927 -0.0106609378579008 0.175675142572384 -0.00518044872016905 -0.0422076637006712 -0.00410259933573737 -0.0194605092883453 -0.0189600549268225 0.0436785513493708 0.00147543771619465 0.0119618443729848 0.0171947246682939 -0.0606241380394083 0.00444079678115986 -0.0357912345206925 -0.0267181174465201 -0.0323911506115187 -0.0499096256728524
